OrgUnit,UID,Code,Parent,Short name,Description,Opening date,Closed date,comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
PRY Kirim Primary School Kirim (34080146),BCbcLKWNntw,34080146,dWXwC2xUlme,PRY Kirim Primary School Kirim (34080146),,1980-01-01,,,,,,,,,
PRY Keru Primary School Keru (34080144),q9Vg7C6z3dS,34080144,dWXwC2xUlme,PRY Keru Primary School Keru (34080144),,1995-01-01,,,,,,,,,
PRY Kambari Primary School Kambri (34080137),NBmMOJrVBQm,34080137,dWXwC2xUlme,PRY Kambari Primary School Kambri (34080137),,1974-01-01,,,,,,,,,
PRY Kalankogh Primary School Kalankogh (34080136),R8ei3hfc6nm,34080136,dWXwC2xUlme,PRY Kalankogh Primary School Kalankogh (34080136,,1976-01-01,,,,,,,,,
PRY Kachalla Primary School Kachalla (34080134),Z6amCGY016R,34080134,dWXwC2xUlme,PRY Kachalla Primary School Kachalla (34080134),,2000-01-01,,,,,,,,,
PRY Kaat Long Primary School Kaat Long (34080133),wN6fhXJd2TC,34080133,dWXwC2xUlme,PRY Kaat Long Primary School Kaat Long (34080133,,2000-01-01,,,,,,,,,
PRY Jonge Pure Primary School Jonge Pure (34080131),p2RL4cQ7mAl,34080131,dWXwC2xUlme,PRY Jonge Pure Primary School Jonge Pure (340801,,1992-01-01,,,,,,,,,
PRY Jen Kaigama Primary School Jen Kaigam (34080127),kr1pHODfXO6,34080127,dWXwC2xUlme,PRY Jen Kaigama Primary School Jen Kaigam (34080,,1976-01-01,,,,,,,,,
PVT Jen Islamiya Primary School (34080126),SEQX1p32QTS,34080126,dWXwC2xUlme,PVT Jen Islamiya Primary School (34080126),,2005-01-01,,,,,,,,,
PRY Jen Central Primary School Jen (34080125),d4c0uNPlFE2,34080125,dWXwC2xUlme,PRY Jen Central Primary School Jen (34080125),,1952-01-01,,,,,,,,,
PRY Jen Ardido Primary School Jen (34080124),hdrmgBWLW6v,34080124,dWXwC2xUlme,PRY Jen Ardido Primary School Jen (34080124),,1976-01-01,,,,,,,,,
PRY Jakula Primary School Jakula (34080122),tcwavAHHUQl,34080122,dWXwC2xUlme,PRY Jakula Primary School Jakula (34080122),,2000-01-01,,,,,,,,,
PRY Jaka Nursery And Primary School Jen (34080121),IyzkJmzHYPC,34080121,dWXwC2xUlme,PRY Jaka Nursery And Primary School Jen (3408012,,1954-01-01,,,,,,,,,
PRY Ivah Nwaka Primary School Nwaka (34080120),C535RWIo1qT,34080120,dWXwC2xUlme,PRY Ivah Nwaka Primary School Nwaka (34080120),,2001-01-01,,,,,,,,,
PVT Ibrahim Bunu Foundation Nur/PVT School (34080117),d62wgngMUBE,34080117,dWXwC2xUlme,PVT Ibrahim Bunu Foundation Nur/PVT School (3408,,2007-01-01,,,,,,,,,
PRY Hakuri Primary School Hakuri (34080115),xMg14UcpcB6,34080115,dWXwC2xUlme,PRY Hakuri Primary School Hakuri (34080115),,1977-01-01,,,,,,,,,
PRY Gwenzu Primary School Gwenzu (34080112),kQcIRtkQA5k,34080112,dWXwC2xUlme,PRY Gwenzu Primary School Gwenzu (34080112),,1988-01-01,,,,,,,,,
PRY Gwamu Primary School Gwanu (34080111),HIaiTccIMmU,34080111,dWXwC2xUlme,PRY Gwamu Primary School Gwanu (34080111),,2009-01-01,,,,,,,,,
PRY Gwalar Primary School Gwalar (34080110),k8Go7RCILIw,34080110,dWXwC2xUlme,PRY Gwalar Primary School Gwalar (34080110),,2002-01-01,,,,,,,,,
PRY Gungun Tonga Primary School Tonga (34080109),aNM6iK7XOjL,34080109,dWXwC2xUlme,PRY Gungun Tonga Primary School Tonga (34080109),,1992-01-01,,,,,,,,,
PRY Gumel Primary School Gumel (34080108),sLUTRfFLyZu,34080108,dWXwC2xUlme,PRY Gumel Primary School Gumel (34080108),,1991-01-01,,,,,,,,,
PRY Gomben Ndela Primary School Gomben Ndela (34080083),LKKhpzUkRZV,34080083,dWXwC2xUlme,PRY Gomben Ndela Primary School Gomben Ndela (34,,2001-01-01,,,,,,,,,
PRY Garin Usmanu Primary School Garin Usmanu (34080080),MaOkFnfgHaI,34080080,dWXwC2xUlme,PRY Garin Usmanu Primary School Garin Usmanu (34,,1974-01-01,,,,,,,,,
PRY Garin Musa Primary School Garin Musa (34080079),KcYTod0lDw3,34080079,dWXwC2xUlme,PRY Garin Musa Primary School Garin Musa (340800,,1985-01-01,,,,,,,,,
PRY Garin Mallam Para Primary School Mallam Para (34080078),ZBGIC0hNPWc,34080078,dWXwC2xUlme,PRY Garin Mallam Para Primary School Mallam Para,,1984-01-01,,,,,,,,,
PRY Garin Kuka Primary School Garin Kula (34080077),U00FRzQP42s,34080077,dWXwC2xUlme,PRY Garin Kuka Primary School Garin Kula (340800,,2000-01-01,,,,,,,,,
PRY Garin Garo Primary School Garin Garo (34080075),rgufDl56n5o,34080075,dWXwC2xUlme,PRY Garin Garo Primary School Garin Garo (340800,,1976-01-01,,,,,,,,,
PRY Garin Ardo Primary School Garin Ardo (34080074),APkGLeyK3LM,34080074,dWXwC2xUlme,PRY Garin Ardo Primary School Garin Ardo (340800,,1976-01-01,,,,,,,,,
PRY Garau Primary School Garau (34080072),AgxtKDzSO2U,34080072,dWXwC2xUlme,PRY Garau Primary School Garau (34080072),,2003-01-01,,,,,,,,,
PRY Gangang Balasa Primary School Balasa (34080071),SyQvnj1MXJs,34080071,dWXwC2xUlme,PRY Gangang Balasa Primary School Balasa (340800,,1976-01-01,,,,,,,,,
PRY Gamji Angulle Primary School Gamji Angulle (34080070),FXiR9p5f8sM,34080070,dWXwC2xUlme,PRY Gamji Angulle Primary School Gamji Angulle (,,2017-01-01,,,,,,,,,
PRY Galyam Primary School Galyam (34080069),CaDNbjkWSVe,34080069,dWXwC2xUlme,PRY Galyam Primary School Galyam (34080069),,1994-01-01,,,,,,,,,
PRY Gaan Primary School Gaan (34080066),thZpYZFOGPn,34080066,dWXwC2xUlme,PRY Gaan Primary School Gaan (34080066),,2001-01-01,,,,,,,,,
PRY Dogon Yashi Primary School Dogon Yashi (34080061),n5OlP24fIZV,34080061,dWXwC2xUlme,PRY Dogon Yashi Primary School Dogon Yashi (3408,,2016-01-01,,,,,,,,,
PRY Didango Primary School Didango (34080059),hMhoN26Kpve,34080059,dWXwC2xUlme,PRY Didango Primary School Didango (34080059),,1963-01-01,,,,,,,,,
PRY Debim Primary School Debim (34080058),nRZoJAQygB4,34080058,dWXwC2xUlme,PRY Debim Primary School Debim (34080058),,2001-01-01,,,,,,,,,
PRY Dassa Primary School Dassa (34080057),cdkmcQUKg6s,34080057,dWXwC2xUlme,PRY Dassa Primary School Dassa (34080057),,2001-01-01,,,,,,,,,
PRY Darofai Primary School Darofai (34080056),ISkX50vErpU,34080056,dWXwC2xUlme,PRY Darofai Primary School Darofai (34080056),,1976-01-01,,,,,,,,,
PRY Damare Primary School Damare (34080054),iKjdFbryyJY,34080054,dWXwC2xUlme,PRY Damare Primary School Damare (34080054),,2001-01-01,,,,,,,,,
PRY Bwoi Primary School Bwoi (34080046),AfnMaVbrKU4,34080046,dWXwC2xUlme,PRY Bwoi Primary School Bwoi (34080046),,1993-01-01,,,,,,,,,
PRY Bunkaubu Primary School Bunkaubu (34080045),zYkcRyYtmIP,34080045,dWXwC2xUlme,PRY Bunkaubu Primary School Bunkaubu (34080045),,1995-01-01,,,,,,,,,
PRY Bunkachi Primary School Bunkachi (34080044),pRsIew6nhu5,34080044,dWXwC2xUlme,PRY Bunkachi Primary School Bunkachi (34080044),,1995-01-01,,,,,,,,,
PRY Bonjim Primary School Bonjim (34080043),f3lw5e2AZx8,34080043,dWXwC2xUlme,PRY Bonjim Primary School Bonjim (34080043),,1994-01-01,,,,,,,,,
PRY Bomanda Primary School (34080042),q63dpaaKTgl,34080042,dWXwC2xUlme,PRY Bomanda Primary School (34080042),,2000-01-01,,,,,,,,,
PRY Bokonka Primary School Bokonka (34080041),AnN9tZD8Zff,34080041,dWXwC2xUlme,PRY Bokonka Primary School Bokonka (34080041),,2015-01-01,,,,,,,,,
PRY Boko Primary School Boko (34080040),XotStg85gQa,34080040,dWXwC2xUlme,PRY Boko Primary School Boko (34080040),,1994-01-01,,,,,,,,,
PRY Bodam Primary School Bodam (34080039),fexOxeUPYO7,34080039,dWXwC2xUlme,PRY Bodam Primary School Bodam (34080039),,2017-01-01,,,,,,,,,
PRY Bobbo Primary School Bobbo (34080038),PSKmYLS5Fps,34080038,dWXwC2xUlme,PRY Bobbo Primary School Bobbo (34080038),,1999-01-01,,,,,,,,,
PRY Belengo Primary School Belengo (34080036),duMqkSvgCol,34080036,dWXwC2xUlme,PRY Belengo Primary School Belengo (34080036),,1976-01-01,,,,,,,,,
PRY Belel Pucci Primary School Belel Pucci (34080035),RZvNPeJYAIo,34080035,dWXwC2xUlme,PRY Belel Pucci Primary School Belel Pucci (3408,,1990-01-01,,,,,,,,,
PRY Begleh Primary School Begleh (34080034),bnGn40P3iBZ,34080034,dWXwC2xUlme,PRY Begleh Primary School Begleh (34080034),,2000-01-01,,,,,,,,,
PRY Bashaka Primary School Bashaka (34080033),XWCmuTrsdV3,34080033,dWXwC2xUlme,PRY Bashaka Primary School Bashaka (34080033),,2002-01-01,,,,,,,,,
PRY Baranda Primary School Baranda (34080031),LHnxyFjcffI,34080031,dWXwC2xUlme,PRY Baranda Primary School Baranda (34080031),,1994-01-01,,,,,,,,,
PRY Bangai Primary School Bangai (34080027),QY4OciLLwoB,34080027,dWXwC2xUlme,PRY Bangai Primary School Bangai (34080027),,1994-01-01,,,,,,,,,
PRY Bandawa Primary School Bandawa (34080026),G3MsNwYWi2m,34080026,dWXwC2xUlme,PRY Bandawa Primary School Bandawa (34080026),,1974-01-01,,,,,,,,,
PRY Bambur Primary School Bambur Town (34080025),szjZJvHKrmD,34080025,dWXwC2xUlme,PRY Bambur Primary School Bambur Town (34080025),,1946-01-01,,,,,,,,,
PRY Bambo Primary School Bambo (34080023),nMJF8lWjUuG,34080023,dWXwC2xUlme,PRY Bambo Primary School Bambo (34080023),,2000-01-01,,,,,,,,,
PRY Balassa Primary School Balasa (34080022),jZDp7d22zsR,34080022,dWXwC2xUlme,PRY Balassa Primary School Balasa (34080022),,1976-01-01,,,,,,,,,
PRY Balasa Didango Primary School Balasa (34080021),sq6c4wfnVCD,34080021,dWXwC2xUlme,PRY Balasa Didango Primary School Balasa (340800,,2000-01-01,,,,,,,,,
PVT Bakoro Academy Nursery And Primary School Didango (34080020),cF8rJG6Jz4d,34080020,dWXwC2xUlme,PVT Bakoro Academy Nursery And Primary School Di,,2016-01-01,,,,,,,,,
PRY Bakau Primary School Bakau (34080019),O03DofrmVgF,34080019,dWXwC2xUlme,PRY Bakau Primary School Bakau (34080019),,2011-01-01,,,,,,,,,
PRY Badakoshi Primary School Badakoshi (34080018),b2odQL7wNg3,34080018,dWXwC2xUlme,PRY Badakoshi Primary School Badakoshi (34080018,,1976-01-01,,,,,,,,,
PRY Bachama Primary School Bachama (34080017),c8xvRJIrzPJ,34080017,dWXwC2xUlme,PRY Bachama Primary School Bachama (34080017),,1962-01-01,,,,,,,,,
PRY Babatatu Primary School Babatatu (34080016),d7ciZq8gYyk,34080016,dWXwC2xUlme,PRY Babatatu Primary School Babatatu (34080016),,2000-01-01,,,,,,,,,
PVT Assassul Isalm (34080015),AIgLIN7G7R6,34080015,dWXwC2xUlme,PVT Assassul Isalm (34080015),,2016-01-01,,,,,,,,,
PRY Ankwara Primary School Ankwara (34080013),BDzOi03fkJJ,34080013,dWXwC2xUlme,PRY Ankwara Primary School Ankwara (34080013),,2001-01-01,,,,,,,,,
PRY Anguwan Kwal Primary School Kwal (34080012),FP4zk3bXV4q,34080012,dWXwC2xUlme,PRY Anguwan Kwal Primary School Kwal (34080012),,2000-01-01,,,,,,,,,
PRY Andeng Primary School Andeng (34080011),wd1kE6jJCJH,34080011,dWXwC2xUlme,PRY Andeng Primary School Andeng (34080011),,2002-01-01,,,,,,,,,
PVT Amazing Grace Nur/PVT SchooolWuro Lacca (34080009),XyKHnpFcqRj,34080009,dWXwC2xUlme,PVT Amazing Grace Nur/PVT SchooolWuro Lacca (340,,2016-01-01,,,,,,,,,
PVT Amazing Grace Academy Sabon Gari Jen (34080008),QXXx3sBxcCz,34080008,dWXwC2xUlme,PVT Amazing Grace Academy Sabon Gari Jen (340800,,2009-01-01,,,,,,,,,
PRY Amar Primary School Amar (34080006),XvYVaHVxBxq,34080006,dWXwC2xUlme,PRY Amar Primary School Amar (34080006),,1974-01-01,,,,,,,,,
PRY Amache Primary School Amache (34080005),roQZdIMFMgJ,34080005,dWXwC2xUlme,PRY Amache Primary School Amache (34080005),,2000-01-01,,,,,,,,,
PVT All Saints Nursery And Primary SchoolMararraban Jen (34080004),QcRZwUjeXnK,34080004,dWXwC2xUlme,PVT All Saints Nursery And Primary SchoolMararra,,2014-01-01,,,,,,,,,
PVT Reform Academy (34090271),evrolXieGuj,34090271,DdBdgNscdjb,PVT Reform Academy (34090271),,2019-01-01,,,,,,,,,
PVT Brighter Tomorrow Academy (34090270),xGjlHbf56dc,34090270,DdBdgNscdjb,PVT Brighter Tomorrow Academy (34090270),,2022-01-01,,,,,,,,,
PVT Champion Academy (34090269),JF8nAsnlixj,34090269,DdBdgNscdjb,PVT Champion Academy (34090269),,2022-01-01,,,,,,,,,
PVT Christ City Academy (34090267),cfvBntinqMV,34090267,DdBdgNscdjb,PVT Christ City Academy (34090267),,2022-01-01,,,,,,,,,
PVT Peace Children Nursery And Primary School (34090262),CqM3aZ7jS52,34090262,DdBdgNscdjb,PVT Peace Children Nursery And Primary School (3,,2016-01-01,,,,,,,,,
PVT Praise International Academy (34090250),Tse44ySVGkJ,34090250,DdBdgNscdjb,PVT Praise International Academy (34090250),,2018-01-01,,,,,,,,,
PVT Havens Of Rest Academy (34090249),HFOytwBU0bj,34090249,DdBdgNscdjb,PVT Havens Of Rest Academy (34090249),,2019-01-01,,,,,,,,,
PVT Bright Junior Academy (34090246),CSEsQQIpxbi,34090246,DdBdgNscdjb,PVT Bright Junior Academy (34090246),,2017-01-01,,,,,,,,,
PRY Ndaforo Dutse Primary School (34090242),rZsASbBP5Xd,34090242,DdBdgNscdjb,PRY Ndaforo Dutse Primary School (34090242),,1976-01-01,,,,,,,,,
PVT Trium Academy Nur/Primary School (34090234),pZYNko1wpYy,34090234,DdBdgNscdjb,PVT Trium Academy Nur/Primary School (34090234),,2003-01-01,,,,,,,,,
PRY Sunkuru Bissaula Primary School (34090230),tU7AnO9mGay,34090230,DdBdgNscdjb,PRY Sunkuru Bissaula Primary School (34090230),,2001-01-01,,,,,,,,,
PVT Peculiar Treasure Academy (34090221),zkpA2R2sUFg,34090221,DdBdgNscdjb,PVT Peculiar Treasure Academy (34090221),,2019-01-01,,,,,,,,,
PRY Fale Primary School (34090211),xclQLRQgDGk,34090211,DdBdgNscdjb,PRY Fale Primary School (34090211),,2019-01-01,,,,,,,,,
PRY Gidan Mulki Primary School (34090186),vfrfVYtNIar,34090186,DdBdgNscdjb,PRY Gidan Mulki Primary School (34090186),,1999-01-01,,,,,,,,,
PRY Bangara Primary School (34090162),TpycgfIwOY1,34090162,DdBdgNscdjb,PRY Bangara Primary School (34090162),,2006-01-01,,,,,,,,,
PRY Zokwi Primary School (34090150),wh3MElJSKa6,34090150,DdBdgNscdjb,PRY Zokwi Primary School (34090150),,1995-01-01,,,,,,,,,
PVT Unity Nursery And Primary School Baissa (34090145),SpCU48vlhEz,34090145,DdBdgNscdjb,PVT Unity Nursery And Primary School Baissa (340,,2004-01-01,,,,,,,,,
PRY Tudun Haske Primary School Tudun Haske (34090144),ktwJHWQd9xY,34090144,DdBdgNscdjb,PRY Tudun Haske Primary School Tudun Haske (3409,,2006-01-01,,,,,,,,,
PVT Smith Comprehensive Nursery And Primary School (34090138),s9diouHjywU,34090138,DdBdgNscdjb,PVT Smith Comprehensive Nursery And Primary Scho,,2014-01-01,,,,,,,,,
PRY Nyakwe Pri Sch (34090129),y83DDlc5Mux,34090129,DdBdgNscdjb,PRY Nyakwe Pri Sch (34090129),,1976-01-01,,,,,,,,,
PRY Nkere Primary School (34090125),QXDqt1alW2f,34090125,DdBdgNscdjb,PRY Nkere Primary School (34090125),,2018-01-01,,,,,,,,,
PRY Nama Gangare Primary School Nama Gangare (34090122),txgsEmSCTNM,34090122,DdBdgNscdjb,PRY Nama Gangare Primary School Nama Gangare (34,,1975-01-01,,,,,,,,,
PVT Muyongas Standard Secondary School Gwan (34090120),dkHfFkQPmNg,34090120,DdBdgNscdjb,PVT Muyongas Standard Secondary School Gwan (340,,2007-01-01,,,,,,,,,
PVT Misbahu Sunnah (34090116),E8LG9RLjYcN,34090116,DdBdgNscdjb,PVT Misbahu Sunnah (34090116),,2000-01-01,,,,,,,,,
PRY Mbwe Ago Primary School Baissa Town (34090115),FdaM6Xxxecr,34090115,DdBdgNscdjb,PRY Mbwe Ago Primary School Baissa Town (3409011,,1995-01-01,,,,,,,,,
PRY Mbisa Primary School Mbisa (34090114),v24MDzw5P9o,34090114,DdBdgNscdjb,PRY Mbisa Primary School Mbisa (34090114),,2005-01-01,,,,,,,,,
PRY Mayo - Nyibbe Pri Sch (34090113),WNJ3zyTUdXe,34090113,DdBdgNscdjb,PRY Mayo - Nyibbe Pri Sch (34090113),,1999-01-01,,,,,,,,,
PRY Masa Ibi Primary School Masa Ibi Kurmi (34090111),cWjEEfYJ49K,34090111,DdBdgNscdjb,PRY Masa Ibi Primary School Masa Ibi Kurmi (3409,,2006-01-01,,,,,,,,,
PRY Mailamba Primary School Mailamba (34090110),sQ8bzUGxFal,34090110,DdBdgNscdjb,PRY Mailamba Primary School Mailamba (34090110),,1977-01-01,,,,,,,,,
PRY Maihula Primary School (34090109),d2jUkBSrXBz,34090109,DdBdgNscdjb,PRY Maihula Primary School (34090109),,1977-01-01,,,,,,,,,
PRY Kuffai Kamino Pri Sch (34090108),vtQFFPklRkG,34090108,DdBdgNscdjb,PRY Kuffai Kamino Pri Sch (34090108),,2006-01-01,,,,,,,,,
PRY Kufai Bawuro Primary School Kufai Bawuro (34090106),VcrHG6T9Flb,34090106,DdBdgNscdjb,PRY Kufai Bawuro Primary School Kufai Bawuro (34,,1961-01-01,,,,,,,,,
PRY Koncha Primary School Koncha (34090104),v4Ov0di1XFM,34090104,DdBdgNscdjb,PRY Koncha Primary School Koncha (34090104),,1976-01-01,,,,,,,,,
PRY Kararuwa Primary School Kararuwa (34090103),Gh7TwbH7qoK,34090103,DdBdgNscdjb,PRY Kararuwa Primary School Kararuwa (34090103),,1976-01-01,,,,,,,,,
PRY Kan--Iyaka Pri Sch (34090102),ut57EnQ5MId,34090102,DdBdgNscdjb,PRY Kan--Iyaka Pri Sch (34090102),,1977-01-01,,,,,,,,,
PRY Jemabu Primary School Jemabu (34090101),eDyjHpHLBDx,34090101,DdBdgNscdjb,PRY Jemabu Primary School Jemabu (34090101),,2005-01-01,,,,,,,,,
PRY Humtaro Primary School Humtaro (34090099),qIKMJSV2vs4,34090099,DdBdgNscdjb,PRY Humtaro Primary School Humtaro (34090099),,2002-01-01,,,,,,,,,
PVT Holy Nation Model Kids Nursery And Primary School (34090098),SwiWARKlCJz,34090098,DdBdgNscdjb,PVT Holy Nation Model Kids Nursery And Primary S,,2015-01-01,,,,,,,,,
PVT Good Success Academic Nursery And Primary School (34090086),VbsWTLXxF1n,34090086,DdBdgNscdjb,PVT Good Success Academic Nursery And Primary Sc,,2012-01-01,,,,,,,,,
PRY Gindin Waya Primary School Gidan Waya (34090085),LfIxmGGYpm8,34090085,DdBdgNscdjb,PRY Gindin Waya Primary School Gidan Waya (34090,,1992-01-01,,,,,,,,,
PRY Gidan Yamusa Primary School Gidan Yamusa (34090084),cP2fV8xu8Cb,34090084,DdBdgNscdjb,PRY Gidan Yamusa Primary School Gidan Yamusa (34,,1975-01-01,,,,,,,,,
PRY Gidan Tukura Primary School Gidan Tukura (34090083),XI4t5mksOJd,34090083,DdBdgNscdjb,PRY Gidan Tukura Primary School Gidan Tukura (34,,1961-01-01,,,,,,,,,
PRY Gidan Sule Primary School Gidan Sule (34090082),aHglIbbvrxl,34090082,DdBdgNscdjb,PRY Gidan Sule Primary School Gidan Sule (340900,,1997-01-01,,,,,,,,,
PRY Gidan Mbate Pri Sch (34090080),vV3Ay4ttFo4,34090080,DdBdgNscdjb,PRY Gidan Mbate Pri Sch (34090080),,2000-01-01,,,,,,,,,
PRY Gida Daina Pri Sch (34090075),RMJfqdJ1NA4,34090075,DdBdgNscdjb,PRY Gida Daina Pri Sch (34090075),,2008-01-01,,,,,,,,,
PVT Future Hope Anglican Academy Abong (34090072),TR9jpcyCzZQ,34090072,DdBdgNscdjb,PVT Future Hope Anglican Academy Abong (34090072,,2014-01-01,,,,,,,,,
PVT Future Come Model Nursery And Primary School (34090070),Ck5wmB9ROfL,34090070,DdBdgNscdjb,PVT Future Come Model Nursery And Primary School,,2011-01-01,,,,,,,,,
PRY Fali -- Isa Pri Sch (34090067),kW5sTqecPy6,34090067,DdBdgNscdjb,PRY Fali -- Isa Pri Sch (34090067),,1976-01-01,,,,,,,,,
PVT Faith Foundation Nursery And Primary School (34090066),AeiQSNU55k0,34090066,DdBdgNscdjb,PVT Faith Foundation Nursery And Primary School ,,2000-01-01,,,,,,,,,
PVT Etymology Nursery And Primary School (34090064),J3sQuYVyKfR,34090064,DdBdgNscdjb,PVT Etymology Nursery And Primary School (340900,,2010-01-01,,,,,,,,,
PRY Didan Primary School Didan (34090061),MsIbJKIORBy,34090061,DdBdgNscdjb,PRY Didan Primary School Didan (34090061),,1973-01-01,,,,,,,,,
PVT Devine Mercy Secondary School Baissa (34090060),ajucrmFTyHk,34090060,DdBdgNscdjb,PVT Devine Mercy Secondary School Baissa (340900,,1994-01-01,,,,,,,,,
PVT Destiny Link Academy Nur/Pri (34090058),I2wQ7h7GBYQ,34090058,DdBdgNscdjb,PVT Destiny Link Academy Nur/Pri (34090058),,2014-01-01,,,,,,,,,
PRY Dangana Primary School Dangana (34090056),DueDe8e5yDt,34090056,DdBdgNscdjb,PRY Dangana Primary School Dangana (34090056),,2000-01-01,,,,,,,,,
PRY Danbeki Primary School Danbeki (34090055),o9uTH1d1gze,34090055,DdBdgNscdjb,PRY Danbeki Primary School Danbeki (34090055),,1975-01-01,,,,,,,,,
PVT Bright Junior Academy Baissa (34090048),l0JK1YCb6Px,34090048,DdBdgNscdjb,PVT Bright Junior Academy Baissa (34090048),,2012-01-01,,,,,,,,,
PVT Bright Foundation Academy Nursery And Primary School (34090043),ImerKixyXUw,34090043,DdBdgNscdjb,PVT Bright Foundation Academy Nursery And Primar,,2016-01-01,,,,,,,,,
PRY Bisum Primary School Busuwi (34090042),eBuoBbnP8hI,34090042,DdBdgNscdjb,PRY Bisum Primary School Busuwi (34090042),,2001-01-01,,,,,,,,,
PVT Bethany International Nursery And Primary School (34090041),mv3LwDtYcWC,34090041,DdBdgNscdjb,PVT Bethany International Nursery And Primary Sc,,2016-01-01,,,,,,,,,
PRY Bente Galea Primary School Bente Galea (34090039),Gw9IxNx6Mhw,34090039,DdBdgNscdjb,PRY Bente Galea Primary School Bente Galea (3409,,1964-01-01,,,,,,,,,
PRY Batu Kamino Primary School Batu Kamino (34090038),FyMVAYmd1RQ,34090038,DdBdgNscdjb,PRY Batu Kamino Primary School Batu Kamino (3409,,1975-01-01,,,,,,,,,
PRY Baissa North Primary School Baissa Town (34090034),M49kzeHC7t8,34090034,DdBdgNscdjb,PRY Baissa North Primary School Baissa Town (340,,1975-01-01,,,,,,,,,
PRY Baissa East Primary School Baissa Town (34090033),fm8muwvNvgF,34090033,DdBdgNscdjb,PRY Baissa East Primary School Baissa Town (3409,,2000-01-01,,,,,,,,,
PRY Baissa Central Primary School Baissa Town (34090032),mpiNGnaztnT,34090032,DdBdgNscdjb,PRY Baissa Central Primary School Baissa Town (3,,1954-01-01,,,,,,,,,
PRY Ayaburo Primary School Ayaburo (34090030),ABDos06qhFA,34090030,DdBdgNscdjb,PRY Ayaburo Primary School Ayaburo (34090030),,1975-01-01,,,,,,,,,
PRY Atta Primarry School (34090029),j3TjqxxVbQp,34090029,DdBdgNscdjb,PRY Atta Primarry School (34090029),,1975-01-01,,,,,,,,,
PRY Asibi Primary School Asibi (34090028),EOL9SOtIJmr,34090028,DdBdgNscdjb,PRY Asibi Primary School Asibi (34090028),,2006-01-01,,,,,,,,,
PRY Asha Primary School Asha (34090026),AS0ck5bcDnj,34090026,DdBdgNscdjb,PRY Asha Primary School Asha (34090026),,1961-01-01,,,,,,,,,
PVT Aliman Nursery And Primary School Abong (34090021),pERAChVOeuZ,34090021,DdBdgNscdjb,PVT Aliman Nursery And Primary School Abong (340,,2012-01-01,,,,,,,,,
PVT Albarka Children Covenant Academy (34090020),vntENqHdNMn,34090020,DdBdgNscdjb,PVT Albarka Children Covenant Academy (34090020),,2017-01-01,,,,,,,,,
PRY Akwanwe Primary School Akwanwe (34090018),ADlvwneRFbY,34090018,DdBdgNscdjb,PRY Akwanwe Primary School Akwanwe (34090018),,1973-01-01,,,,,,,,,
PRY Akwabe Primary School Akwabe (34090017),RJaWZIFv8kj,34090017,DdBdgNscdjb,PRY Akwabe Primary School Akwabe (34090017),,1975-01-01,,,,,,,,,
PRY Akutukwe Primary School Akutukwe (34090016),R07wQzO386O,34090016,DdBdgNscdjb,PRY Akutukwe Primary School Akutukwe (34090016),,1974-01-01,,,,,,,,,
PRY Akpade Primary School Akpade (34090013),xYei3070jyk,34090013,DdBdgNscdjb,PRY Akpade Primary School Akpade (34090013),,1999-01-01,,,,,,,,,
PRY Akonko Primary School Akonko (34090012),RwL9aMf647y,34090012,DdBdgNscdjb,PRY Akonko Primary School Akonko (34090012),,1993-01-01,,,,,,,,,
PRY Affo Awo Primary School (34090006),no5HQRJI57i,34090006,DdBdgNscdjb,PRY Affo Awo Primary School (34090006),,2003-01-01,,,,,,,,,
PRY Abong Yere Primary School Abong (34090004),XnDmT4IWuYt,34090004,DdBdgNscdjb,PRY Abong Yere Primary School Abong (34090004),,1975-01-01,,,,,,,,,
PRY Abong Central Primary School Abong (34090003),Kf6V1G3q37H,34090003,DdBdgNscdjb,PRY Abong Central Primary School Abong (34090003,,1948-01-01,,,,,,,,,
PVT Zawiyyan Shehu Abdullahi Aboki Lau (34100230),xoxk2IANMeQ,34100230,fmbnqmyv3WC,PVT Zawiyyan Shehu Abdullahi Aboki Lau (34100230,,2022-01-01,,,,,,,,,
PVT Iqte Mal Haruna Tsangaya (34100229),FWzEL4O1aPd,34100229,fmbnqmyv3WC,PVT Iqte Mal Haruna Tsangaya (34100229),,1980-01-01,,,,,,,,,
PVT Almaas Academy (34100228),a27WXNifFVa,34100228,fmbnqmyv3WC,PVT Almaas Academy (34100228),,2022-01-01,,,,,,,,,
PRY Pawah Primary School (34100224),pjO7JfWkfYu,34100224,fmbnqmyv3WC,PRY Pawah Primary School (34100224),,2022-01-01,,,,,,,,,
PRY Bonding Primary School (34100223),EqNzRcuIKdt,34100223,fmbnqmyv3WC,PRY Bonding Primary School (34100223),,1999-01-01,,,,,,,,,
PVT Alfarma Royal Academic (34100219),KLoquAWA0E1,34100219,fmbnqmyv3WC,PVT Alfarma Royal Academic (34100219),,2020-01-01,,,,,,,,,
PRY Runde Primary School Runde Yusa (34100217),EuPcqcPwlLW,34100217,fmbnqmyv3WC,PRY Runde Primary School Runde Yusa (34100217),,1998-01-01,,,,,,,,,
PVT Maahad Ulumul Quran Primary School Lushi (34100216),uQrTqqDqxlL,34100216,fmbnqmyv3WC,PVT Maahad Ulumul Quran Primary School Lushi (34,,2021-01-01,,,,,,,,,
